nome;idade;cpf;rg;data_nasc;sexo;signo;mae;pai;email;senha;cep;endereco;numero;bairro;cidade;estado;telefone_fixo;celular;altura;peso;tipo_sanguineo;cor
Oliver Matheus Gomes;59;936.770.645-62;36.307.329-2;21/08/1965;Masculino;Leao;Ayla Sonia Tania;Francisco Eduardo Gomes;oliver_matheus_gomes@grupoaguaviva.com.br;tB0nHQlj0g;69058-385;Rua Guaranta;703;Flores;Manaus;AM;(92) 2889-7837;(92) 99239-3019;1,81;105;B-;vermelho
Oliver Otavio da Cunha;30;864.280.658-35;15.173.703-4;06/05/1994;Masculino;Touro;Vera Livia Priscila;Emanuel Isaac da Cunha;oliver.otavio.dacunha@casabellavidros.com.br;XqWnnZLGLf;49043-835;Rua Jequitiba;595;Santa Maria;Aracaju;SE;(79) 3789-3808;(79) 99325-3307;1,78;70;AB-;vermelho
Olivia Adriana Liz Barros;28;400.341.703-83;14.372.044-2;01/09/1996;Feminino;Virgem;Teresinha Alana Cecilia;Edson Joaquim Barros;oliviaadrianabarros@gmx.ca;O0UWS5MWf4;57075-550;Rua Mauricio de Melo e Motta;629;Santos Dumont;Maceio;AL;(82) 3878-3020;(82) 98788-9319;1,76;79;A+;amarelo
Otavio Caue Cardoso;25;779.688.806-61;32.806.892-5;18/09/1999;Masculino;Virgem;Carla Melissa Isabella;Heitor Caio Bento Cardoso;otavio-cardoso75@defensoria.sp.gov.br;ru6PHAtfT4;83829-316;Rua Santa Brigida;588;Santa Terezinha;Fazenda Rio Grande;PR;(41) 3972-3384;(41) 99880-7534;1,64;52;O+;vermelho
Otavio Victor Pedro Cavalcanti;31;935.839.188-00;22.602.091-5;25/07/1993;Masculino;Leao;Livia Carolina Mirella;Pedro Pedro Henrique Igor Cavalcanti;otavio-cavalcanti95@yahho.com.br;rLCRufegZb;49092-642;Rua Dezesseis;924;Olaria;Aracaju;SE;(79) 3972-9606;(79) 98977-7066;1,76;87;A+;amarelo
Pedro Noah Corte Real;18;437.811.892-01;38.691.853-3;05/10/2006;Masculino;Libra;Rosa Elaine;Ricardo Pietro Francisco Corte Real;pedro.noah.cortereal@madhause.com.br;Pb2WpfgA3f;54737-365;Alameda das Vitorias Regias;831;Tiuma;Sao Lourenco da Mata;PE;(81) 2704-4993;(81) 98351-7305;1,76;51;A-;azul
Pedro Ricardo Kaue Lima;58;703.898.157-99;22.360.603-0;10/06/1966;Masculino;Gemeos;Louise Isadora Alessandra;Mario Benjamin Severino Lima;pedro.ricardo.lima@andrade.com;CZuqS9hdUi;57041-242;Travessa Primeiro de Marco;129;Jacintinho;Maceio;AL;(82) 2812-6307;(82) 99656-5803;1,76;93;B+;vermelho
Pietro Bruno Silveira;64;115.231.053-48;42.729.634-1;07/04/1960;Masculino;aries;Isabelly Emanuelly;Enrico Bryan Silveira;pietro_silveira@ligananet.com.br;al3wzs1X4s;05054-080;Rua Eusebio de Paiva;521;Vila Ipojuca;Sao Paulo;SP;(11) 3598-7897;(11) 98345-8982;2;82;AB-;verde
Priscila Gabrielly Emanuelly Aparicio;67;666.965.623-89;48.273.738-4;19/08/1957;Feminino;Leao;Luciana Mariah;Levi Joao Filipe Aparicio;priscila-aparicio76@tortasecreta.com;JDF2EC7AR9;39400-617;Praca Coronel Elpidio da Rocha;784;Vila Brasilia;Montes Claros;MG;(38) 3672-7029;(38) 98957-9076;1,6;63;B-;verde
Priscila Marli Freitas;64;911.364.471-80;30.460.766-6;04/06/1960;Feminino;Gemeos;Carolina Aline;Jorge Thiago Freitas;priscila_marli_freitas@tursi.com.br;CB3DZen7kQ;58500-976;Vila Jabitaca, s/n;126;Centro;Monteiro;PB;(83) 3955-7967;(83) 98611-6807;1,75;59;B+;amarelo
Priscila Vera Josefa Lopes;19;990.858.617-30;28.031.592-2;23/03/2005;Feminino;aries;Giovanna Aparecida;Isaac Marcos Lopes;priscila_lopes@portoweb.com.br;zqiGCxUKME;58100-452;Rua Coronel Aureliano;327;Santa Catarina;Cabedelo;PB;(83) 2784-8279;(83) 99997-5205;1,66;68;B-;vermelho
Rafael Henrique Henry da Cruz;41;476.504.437-87;34.121.564-8;26/05/1983;Masculino;Gemeos;Vanessa Barbara;Roberto Victor da Cruz;rafael.henrique.dacruz@amoreencantos.com;kqgG2UGdJa;49020-180;Rua Cristovao de Barros;566;Treze de Julho;Aracaju;SE;(79) 2577-0773;(79) 98266-6813;1,62;60;A+;vermelho
Raimundo Enzo Caleb dos Santos;24;912.665.615-95;15.952.307-2;16/06/2000;Masculino;Gemeos;Liz Regina;Heitor Luis dos Santos;raimundo-dossantos86@desir.com.br;lfXH3fk8tU;69059-149;Rua Sao Pedro;264;Santa Etelvina;Manaus;AM;(92) 3953-2199;(92) 98142-6152;1,68;99;B+;preto
Raimundo Kaique Caue Gomes;79;542.417.830-82;19.589.825-4;06/10/1945;Masculino;Libra;Luiza Daniela;Gael Juan Igor Gomes;raimundo_kaique_gomes@naressi.com.br;0Rlfb7R4w2;89041-098;Rua Poeta Mario Quintana;961;agua Verde;Blumenau;SC;(47) 3523-0193;(47) 98414-6236;1,6;61;A+;azul
Raimundo Leandro Viana;75;883.308.167-29;14.268.036-9;06/01/1949;Masculino;Capricornio;Alessandra Maite;Roberto Renato Viana;raimundo_viana@gamil.com;PU5z1ZZtpt;12940-184;Rua Francisco Pires Camargo;266;Jardim Brasil;Atibaia;SP;(11) 2753-5157;(11) 99596-8272;1,96;79;AB+;vermelho
Raquel Daiane Benedita Baptista;67;347.241.513-40;10.760.616-1;03/09/1957;Feminino;Virgem;Emily Heloise Liz;Caio Pietro Fernando Baptista;raquel_daiane_baptista@ecotransambiental.com.br;soHPyfqNAM;65043-310;Rua Santa Amelia;985;Sacavem;Sao Luis;MA;(98) 2882-9862;(98) 99892-7303;1,65;75;A+;preto
Rebeca Caroline Silveira;37;623.787.412-78;30.764.128-4;19/09/1987;Feminino;Virgem;Aparecida Pietra;Ricardo Joaquim Silveira;rebeca_silveira@gruposantin.com.br;DZThO8Br1X;58400-056;Rua indios Cariris;547;Centro;Campina Grande;PB;(83) 3702-7363;(83) 98216-1985;1,68;47;A+;vermelho
Regina Mirella Elisa Ribeiro;54;360.491.736-05;15.873.868-8;07/08/1970;Feminino;Leao;Barbara Emanuelly;Fernando Henry Roberto Ribeiro;regina.mirella.ribeiro@fileno.com.br;0pIDxC0xen;68928-274;Alameda das Pampolas;216;Fonte Nova;Santana;AP;(96) 2960-5915;(96) 99737-0854;1,53;62;B+;verde
Renan Breno Assis;68;393.506.742-97;26.031.261-7;13/09/1956;Masculino;Virgem;Isis Marcela;Antonio Mario Assis;renan-assis81@clinicasilhouette.com.br;aHepHhRzkl;40340-110;Avenida Serafim;135;Pero Vaz;Salvador;BA;(71) 2932-1159;(71) 98127-6789;1,95;80;B+;vermelho
Renata Heloisa Barbosa;46;239.871.537-09;33.316.916-5;02/06/1978;Feminino;Gemeos;Milena Natalia;Eduardo Luan Luiz Barbosa;renata_barbosa@sunrise.com.br;CKMZA3mED7;69048-200;Rua dos Palmares;453;Paz;Manaus;AM;(92) 3565-4382;(92) 98534-8416;1,78;66;B+;vermelho
Rita Livia Fernanda da Cruz;72;332.212.733-80;36.100.344-4;17/06/1952;Feminino;Gemeos;Daiane Eduarda;Roberto Manuel Giovanni da Cruz;rita_livia_dacruz@mastria.com.br;knYKXjPDgQ;69313-522;Avenida Mario Homem de Melo;930;Tancredo Neves;Boa Vista;RR;(95) 2932-1241;(95) 99915-4260;1,54;48;O+;vermelho
Roberto Bruno Luan Bernardes;58;159.136.759-08;37.821.215-1;05/06/1966;Masculino;Gemeos;Olivia Helena Marli;Tiago Igor Yago Bernardes;roberto-bernardes99@edbrasil.net;xuJbXi1i3O;96060-620;Passeio Quintino Bocaiuva;582;Tres Vendas;Pelotas;RS;(53) 2675-2662;(53) 99377-2713;1,97;67;A-;verde
Roberto Miguel Caue Vieira;65;760.668.371-92;32.055.980-4;17/09/1959;Masculino;Virgem;Tereza Raquel Sophia;Theo Marcio Vieira;roberto_miguel_vieira@vcp.com.br;MsmIYWzJcA;60341-275;Vila Rosimary;255;Jardim Iracema;Fortaleza;CE;(85) 3639-5018;(85) 98297-2764;1,83;70;O-;vermelho
Rodrigo Felipe Freitas;67;817.786.277-49;48.223.947-5;20/01/1957;Masculino;Capricornio;Cecilia Patricia Marina;Joao Vinicius Renan Freitas;rodrigo-freitas93@dep.ufscar.br;2kgMRoFRIN;69905-602;Travessa Natanael Albuquerque;671;Seis de Agosto;Rio Branco;AC;(68) 3904-5397;(68) 99445-5776;1,98;72;O+;vermelho
Rosangela Amanda Assis;80;398.063.356-00;14.051.796-0;26/05/1944;Feminino;Gemeos;Laura Luiza Isabelly;Raimundo Benjamin Enzo Assis;rosangela.amanda.assis@defensoria.sp.gov.br;BJRCZZKn1s;71593-627;Quadra 378 Conjunto H;964;Del Lago II (Itapoa);Brasilia;DF;(61) 3917-5489;(61) 99295-7999;1,81;73;B+;azul
Ruan Antonio Alves;77;732.207.023-25;19.604.152-1;05/10/1947;Masculino;Libra;Fernanda Antonella;Samuel Danilo Lucas Alves;ruan-alves71@elimco.com;egyhblpPdy;53515-220;Rua Rio do Oxigenio;388;Alto da Bela Vista;Abreu e Lima;PE;(81) 3638-9531;(81) 98698-2227;1,72;54;O+;roxo
Ryan Osvaldo da Luz;30;575.620.748-10;13.571.396-1;01/10/1994;Masculino;Libra;Mariah Jaqueline;Rafael Oliver da Luz;ryan_daluz@fertau.com.br;252q82hTBy;71715-016;Avenida Segunda Avenida Bloco 700;270;Nucleo Bandeirante;Brasilia;DF;(61) 2830-6558;(61) 98246-4951;1,67;74;AB-;preto
Ryan Severino Nicolas Cavalcanti;68;176.129.524-16;15.895.731-3;02/03/1956;Masculino;Peixes;Lara Cristiane;Joao Ian Cavalcanti;ryanseverinocavalcanti@jh2consulting.com;gndpAYDnhT;64601-385;Avenida Deputado Raimundo de Sa Urtiga;126;Bomba;Picos;PI;(89) 3621-1824;(89) 98727-8048;1,97;71;B-;roxo
Samuel Augusto Caua Silva;69;551.397.254-95;22.075.287-4;24/06/1955;Masculino;Cancer;Esther Daniela Patricia;Pedro Raimundo Anthony Silva;samuel_augusto_silva@ymail.com;c06Be16Mxy;44003-586;Rua Antonio Barros Moreira;128;Olhos D'agua;Feira de Santana;BA;(75) 2602-9833;(75) 98561-0746;1,96;68;AB-;amarelo
Samuel Levi Nascimento;49;534.531.986-38;19.434.840-4;17/08/1975;Masculino;Leao;Leticia Melissa Jaqueline;Nelson Arthur Thiago Nascimento;samuel-nascimento82@nacirembalagens.com.br;0rY66JWap1;57080-127;6ª Travessa Anadia;834;Canaa;Maceio;AL;(82) 3632-8651;(82) 98885-5785;1,83;73;O+;laranja
Sandra Luzia Oliveira;78;146.390.522-00;39.135.800-5;12/07/1946;Feminino;Cancer;Lavinia Isabelle Isabela;Felipe Luis Oliveira;sandra-oliveira76@citadini.imb.br;2FEqp6DTQl;74356-690;Rua RC 11;337;Residencial Real Conquista;Goiania;GO;(62) 3897-8071;(62) 99610-6854;1,59;80;A+;preto
Sara Rosangela Nunes;33;164.312.137-50;17.648.385-8;14/06/1991;Feminino;Gemeos;Nicole Esther Analu;Nathan Luan Julio Nunes;sara_nunes@keffin.com.br;soOP2yhfML;23095-830;Rua Clarindo de Freitas Torres;918;Campo Grande;Rio de Janeiro;RJ;(21) 3947-4534;(21) 99563-2752;1,85;70;AB+;azul
Sebastiana Andrea Viana;57;931.755.302-81;48.173.674-8;18/03/1967;Feminino;Peixes;Agatha Clara Julia;Caue Alexandre Murilo Viana;sebastiana_andrea_viana@grupomozue.com.br;UCDpwDXrb7;78700-905;Avenida Bandeirantes, s/n;474;Centro;Rondonopolis;MT;(66) 2793-4316;(66) 99310-0463;1,58;89;B-;azul
Sebastiao Igor da Costa;33;353.761.251-65;46.067.623-4;05/08/1991;Masculino;Leao;Olivia Andrea Camila;Mateus Nathan da Costa;sebastiaoigordacosta@baptistas.com.br;iyJLHs3g91;65918-168;Travessa Quatorze;744;Vila Vitoria;Imperatriz;MA;(98) 3999-5168;(98) 98543-8708;1,77;94;B-;verde
Sebastiao Joao Jorge dos Santos;29;881.779.246-21;20.492.816-3;18/05/1995;Masculino;Touro;Daniela Betina;Sebastiao Lorenzo Ruan dos Santos;sebastiao.joao.dossantos@knowconsulting.com.br;uUU4iAiLkN;04653-130;Rua Oscar Schade;362;Vila Inglesa;Sao Paulo;SP;(11) 2594-6291;(11) 99458-0678;1,6;59;B+;preto
Sergio Enzo Claudio Rezende;73;310.888.797-13;36.292.216-0;16/09/1951;Masculino;Virgem;Carolina Regina;Enrico Joaquim Rezende;sergio.enzo.rezende@domain.com.br;rYFatjRDu7;66643-040;Travessa Santa Clara;436;Sao Clemente;Belem;PA;(91) 2604-3018;(91) 99616-6889;1,83;84;O+;vermelho
Severino Arthur Fernandes;67;097.540.792-93;14.912.521-5;05/10/1957;Masculino;Libra;Ester Helena;Mario Otavio Fernandes;severino-fernandes76@openlink.com.br;H2nLBfkMoK;74926-787;Rua Professor Jose Honorato;492;Vila Sao Jorge;Aparecida de Goiania;GO;(62) 2646-7114;(62) 99177-9928;1,73;105;O+;roxo
Sophia Amanda Mariana da Rosa;61;544.262.584-13;43.536.365-7;21/01/1963;Feminino;Aquario;Melissa Vera Mariana;Nicolas Ricardo Tomas da Rosa;sophia-darosa76@schon.com.br;zMjNJGUdwZ;69073-528;Travessa Valencia;850;Sao Lazaro;Manaus;AM;(92) 3792-7752;(92) 98649-5147;1,71;63;O-;verde
Tania Teresinha Camila Caldeira;40;994.703.043-14;25.354.988-7;09/05/1984;Feminino;Touro;Aline Eduarda;Raimundo Isaac Caldeira;tania.teresinha.caldeira@zepto.com.br;u3Iqnc4Fgi;24425-290;Rua Barao de Sao Goncalo;393;Neves;Sao Goncalo;RJ;(21) 3921-0927;(21) 98467-9344;1,82;83;O-;verde
Tatiane Sophia Sophia da Paz;55;768.904.509-06;30.198.870-5;10/07/1969;Feminino;Cancer;Vitoria Daniela Benedita;Nelson Otavio Marcos da Paz;tatiane_dapaz@gerdal.com.br;LSiNJce8QZ;08740-450;Rua Prefeito Sebastiao Cascardo;733;Jardim Universo;Mogi das Cruzes;SP;(11) 3955-6116;(11) 98624-2283;1,83;66;AB-;laranja
Teresinha Carla Mariana Novaes;46;206.073.230-19;37.710.605-7;02/09/1978;Feminino;Virgem;Elza Sabrina;Fabio Bruno Theo Novaes;teresinha_novaes@lineubravo.com.br;mJWAOUjPbJ;79040-902;Rua Marcino dos Santos, s/n;218;Chacara Cachoeira;Campo Grande;MS;(67) 3871-4529;(67) 98603-4865;1,72;45;A+;laranja
Teresinha Debora Teixeira;56;651.567.203-90;50.398.022-5;26/04/1968;Feminino;Touro;Rosa Lais Sophie;Levi Alexandre Teixeira;teresinha_debora_teixeira@grupointegraambiental.com.br;YZTJeLNWHM;57310-160;Rua Jose Vieira da Silva;268;Capiata;Arapiraca;AL;(82) 3584-6276;(82) 99166-9033;1,8;54;O+;azul
Teresinha Liz Lais das Neves;69;398.473.792-03;21.439.536-4;09/10/1955;Feminino;Libra;Jaqueline Sophia Rosa;Marcos Vinicius Andre Calebe das Neves;teresinha.liz.dasneves@ppe.ufrj.br;H4YhLOaMPs;51345-540;Rua do Patrocinador;259;COHAB;Recife;PE;(81) 3807-5042;(81) 98221-2510;1,6;63;AB+;verde
Tereza Elza Elaine Farias;73;578.469.989-00;36.608.039-8;09/05/1951;Feminino;Touro;Isabella Aline Flavia;Pietro Yago Farias;tereza.elza.farias@trone.com.br;59AFHDmU5L;88340-764;Rua Santa Rosa;582;Sao Francisco de Assis;Camboriu;SC;(47) 3906-7432;(47) 98529-1107;1,82;67;A+;vermelho
Tereza Isabelle Duarte;29;639.882.865-83;20.008.750-2;27/04/1995;Feminino;Touro;Amanda Alessandra Vitoria;Davi Enrico Diego Duarte;tereza-duarte96@nokia.com;kGr9WGDDGh;57036-001;Avenida Doutor Antonio Gomes de Barros;304;Jatiuca;Maceio;AL;(82) 3641-7921;(82) 98639-0892;1,61;49;AB-;azul
Thales Carlos Carlos Aparicio;72;293.588.277-69;27.093.096-6;04/04/1952;Masculino;aries;Sonia Daiane;Iago Martin Aparicio;thales-aparicio87@6am.com.br;KzFP6yP0kl;64031-040;Rua Professor Edimilson Paixao;157;Bela Vista;Teresina;PI;(86) 2791-2133;(86) 98646-2047;1,83;94;A+;vermelho
Thales Vitor Kaue Pires;27;574.495.766-94;28.220.554-8;05/05/1997;Masculino;Touro;Fatima Isadora;Raul Nicolas Luan Pires;thales_pires@qmagico.com.br;0CrA9MMSYG;22710-490;Rua Noventa e Tres;404;Curicica;Rio de Janeiro;RJ;(21) 3693-5085;(21) 99883-1098;1,63;95;AB-;preto
Theo Renato Freitas;39;303.131.925-70;34.462.231-9;18/08/1985;Masculino;Leao;Natalia Bruna;Ian Nicolas Lucas Freitas;theorenatofreitas@ft.unicamp.br;uETgxJEMeU;26064-710;Rua Sao Tiago;636;Cidade Jardim Parque Estoril;Nova Iguacu;RJ;(21) 3877-3806;(21) 99330-0556;1,69;83;B+;amarelo
Thomas Ruan Campos;55;705.306.819-60;14.397.701-5;07/01/1969;Masculino;Capricornio;Ana Elaine Daiane;Thomas Giovanni Mario Campos;thomas.ruan.campos@raioazul.com.br;ApY6AYfpkz;86072-090;Rua Geraldo Rodrigues;982;Cidadela;Londrina;PR;(43) 3649-3634;(43) 98213-8150;1,79;87;AB+;laranja
Tiago Ricardo Kaue Bernardes;51;141.459.753-32;40.012.994-2;15/01/1973;Masculino;Capricornio;Maite Tatiane Simone;Ian Daniel Benedito Bernardes;tiago_ricardo_bernardes@technocut.com.br;2kzR9WnZhO;93534-440;Rua Aracatuba;108;Sao Jorge;Novo Hamburgo;RS;(51) 3638-5655;(51) 98933-9766;1,86;76;AB+;vermelho
Tiago Theo Melo;31;407.561.869-27;20.759.492-2;26/06/1993;Masculino;Cancer;Vera Maya;Ian Giovanni Melo;tiago_theo_melo@padrejuliano.com;ZdB6NX3U62;79907-414;Rua Itibere Vieira;840;Residencial Julia de Oliveira Cardinal;Ponta Pora;MS;(67) 2538-9391;(67) 99837-9717;1,84;79;O-;roxo
Tomas Guilherme Victor Oliveira;52;096.029.238-14;37.164.901-8;19/07/1972;Masculino;Cancer;Marlene Pietra;Daniel Joao Oliveira;tomas_oliveira@10clic.com.br;d6bAIh9xC9;38414-076;Praca Doutor Bolivar Carneiro;897;Jardim Patricia;Uberlandia;MG;(34) 2500-2036;(34) 99968-8934;1,97;88;AB-;verde
Tomas Sebastiao da Paz;61;968.992.522-95;48.769.061-8;08/05/1963;Masculino;Touro;Catarina Emilly;Kaique Pietro Henry da Paz;tomassebastiaodapaz@vol.com.br;nFC4RgiyCc;74926-150;Rua W 80;732;Jardim Colorado;Aparecida de Goiania;GO;(62) 3563-8169;(62) 98743-9596;1,79;87;O-;vermelho
Valentina Andrea Esther Moraes;54;283.215.427-19;11.759.559-7;03/03/1970;Feminino;Peixes;Isabelly Luzia Renata;Caue Caio Moraes;valentina_andrea_moraes@gineco.med.br;6f4ylKkKAd;29306-005;Rua Aimore T. Barbosa;779;Coronel Borges;Cachoeiro de Itapemirim;ES;(28) 2655-2217;(28) 98181-0936;1,6;90;AB-;vermelho
Valentina Brenda Mendes;34;791.730.620-81;46.121.722-3;26/01/1990;Feminino;Aquario;Milena Flavia Olivia;Ricardo Vinicius Mendes;valentinabrendamendes@alanamaral.com.br;SKWfapHyUn;69906-408;Rua Lourival Ribeiro;188;Taquari;Rio Branco;AC;(68) 3984-5823;(68) 98279-1995;1,82;50;AB-;vermelho
Valentina Heloise Rafaela Freitas;46;719.479.013-03;12.396.079-4;05/07/1978;Feminino;Cancer;Eliane Rita;Lucas Igor Freitas;valentina.heloise.freitas@i9tec.com.br;Hr1cxQ5nRn;09643-010;Rua Sao Francisco;741;Rudge Ramos;Sao Bernardo do Campo;SP;(11) 3866-6776;(11) 98884-0447;1,79;82;A-;vermelho
Vanessa Amanda Assuncao;66;905.688.404-29;25.067.222-4;01/05/1958;Feminino;Touro;Luana Milena Barbara;Ruan Benjamin Bernardo Assuncao;vanessa.amanda.assuncao@graficajardim.com.br;0m4SDiIZuF;67010-340;Rua Santana I;848;Guanabara;Ananindeua;PA;(91) 3566-7346;(91) 98338-5872;1,75;47;AB+;preto
Vera Amanda Fernandes;75;303.449.053-49;14.394.900-7;17/08/1949;Feminino;Leao;Evelyn Isabela Allana;Julio Tiago Fernandes;vera_amanda_fernandes@spamgourmet.com;anAHCqinkW;78065-540;Rua Rio Culuene;590;Grande Terceiro;Cuiaba;MT;(65) 3550-9258;(65) 98391-3488;1,72;55;B+;verde
Vicente Augusto Pereira;76;496.871.020-80;32.685.787-4;02/01/1948;Masculino;Capricornio;Raimunda Marcela;Kevin Caua Manuel Pereira;vicente-pereira93@alwan.com.br;tM5K4BtKiT;69054-738;Rua Amazonas Cavalcante;546;Parque 10 de Novembro;Manaus;AM;(92) 2897-1990;(92) 98775-9749;1,8;68;A+;laranja
Vicente Calebe Renan Martins;44;259.633.623-50;44.896.500-8;14/08/1980;Masculino;Leao;Rafaela Daiane Carla;Yuri Henrique Martins;vicente.calebe.martins@credendio.com.br;BlW29qq4S6;69907-830;Rua 12 de Outubro;212;Belo Jardim I;Rio Branco;AC;(68) 3763-3777;(68) 99406-7749;1,71;52;B-;preto
Vinicius Alexandre Silveira;52;386.703.241-64;41.917.015-7;16/01/1972;Masculino;Capricornio;Lara Fabiana;Hugo Anderson Danilo Silveira;vinicius-silveira92@etipel.com.br;Ymi0IlPNKX;72880-416;Quadra SQ 11 Quadra 3;501;Centro;Cidade Ocidental;GO;(61) 2648-9105;(61) 98435-5670;1,98;107;B-;laranja
Vitor Sebastiao Breno da Rocha;75;962.516.176-75;40.153.498-4;18/01/1949;Masculino;Capricornio;Leticia Maya Lara;Ian Lucas da Rocha;vitor_sebastiao_darocha@cursomarcato.com.br;yfPsGrr7bk;77064-044;Rua T 18;720;Setor Santa Fe (Taquaralto);Palmas;TO;(63) 2947-3177;(63) 99700-6635;1,67;78;O-;amarelo
Vitoria Isabelly Ribeiro;48;986.881.060-45;40.673.992-4;06/07/1976;Feminino;Cancer;Ayla Marina Sophia;Thomas Carlos Henrique Ribeiro;vitoria_isabelly_ribeiro@maorifilmes.com.br;W0XmXwBdDg;44034-302;Caminho 38;775;Campo Limpo;Feira de Santana;BA;(75) 2500-5080;(75) 98929-2389;1,67;86;O+;laranja
Vitoria Lais Sophia Peixoto;79;600.527.888-65;46.165.519-6;11/06/1945;Feminino;Gemeos;Raimunda Pietra;Henry Claudio Francisco Peixoto;vitoria_peixoto@hotmail.co.jp;I6DsKbMg8b;45203-600;Rua Elizeu Mario de Jesus;888;Campo do America;Jequie;BA;(73) 2971-4935;(73) 99225-6437;1,7;85;O-;roxo
Yuri Levi Araujo;34;536.529.587-05;40.376.087-2;20/07/1990;Masculino;Cancer;Simone Malu Rafaela;Manoel Carlos Eduardo Pietro Araujo;yuri_levi_araujo@saboia.me;17MeKo7GQe;05868-800;Rua Japareiras;886;Conjunto Habitacional Instituto Adventista;Sao Paulo;SP;(11) 3848-6878;(11) 98676-5322;1,84;86;A-;roxo
